Games,Cópias vendidas,Hours Played,Número de jogadores,_merge,Popularidade,Temp Med,Jogadores por cópias,index,slug,isMultiplayer
Not The Robots,1,4.1,1.0,both,0.0052118621983634,4.1,1.0,1667,not-the-robots,0.0
NotGTAV,1,0.1,1.0,both,0.0052118621983634,0.1,1.0,Soundrack/Skin/Bonus,0,
Nuclear Dawn,2,3.1,2.0,both,0.0104237243967269,1.5499999999999998,1.0,1669,nuclear-dawn,1.0
Nuclear Throne,1,1.1,1.0,both,0.0052118621983634,1.1,1.0,1670,nuclear-throne,1.0
Numen Contest of Heroes,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1671,numen-contest-of-heroes,0.0
Nux,2,6.1,1.0,both,0.0104237243967269,6.1,0.5,1672,nux,1.0
ORION Prelude,23,71.2,16.0,both,0.1198728305623599,4.45,0.6956521739130435,1673,orion-prelude,1.0
Obscure,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1674,obscure,0.0
Obulis,1,2.9,1.0,both,0.0052118621983634,2.9,1.0,1675,obulis,0.0
Oceanhorn Monster of Uncharted Seas,1,0.2,1.0,both,0.0052118621983634,0.2,1.0,1676,oceanhorn-monster-of-uncharted-seas,0.0
Octodad Dadliest Catch,7,29.2,6.0,both,0.0364830353885443,4.866666666666666,0.8571428571428571,1677,octodad-dadliest-catch,0.0
Oddworld Abe's Exoddus,6,12.6,2.0,both,0.0312711731901808,6.3,0.3333333333333333,1678,oddworld-abe-s-exoddus,0.0
Oddworld Abe's Oddysee,10,4.2,4.0,both,0.0521186219836347,1.05,0.4,1679,oddworld-abe-s-oddysee,0.0
Oddworld Munch's Oddysee,3,1.2,1.0,both,0.0156355865950904,1.2,0.3333333333333333,1680,oddworld-munchs-oddysee,0.0
Oddworld New 'n' Tasty,1,7.4,1.0,both,0.0052118621983634,7.4,1.0,1681,oddworld-new-n-tasty,0.0
Oddworld Stranger's Wrath HD,5,11.5,3.0,both,0.0260593109918173,3.8333333333333335,0.6,1682,oddworld-strangers-wrath-hd,1.0
Of Orcs And Men,4,3.3,2.0,both,0.0208474487934539,1.65,0.5,1683,of-orcs-and-men,0.0
Offspring Fling!,2,0.0,0.0,left_only,0.0104237243967269,,0.0,1684,offspring-fling,0.0
Offworld Trading Company,2,26.5,2.0,both,0.0104237243967269,13.25,1.0,1685,offworld-trading-company,0.0
Ohm Studio,1,0.1,1.0,both,0.0052118621983634,0.1,1.0,Soundrack/Skin/Bonus,0,
Oil Rush,6,0.6,1.0,both,0.0312711731901808,0.6,0.1666666666666666,1687,oil-rush,0.0
OlliOlli,2,0.0,0.0,left_only,0.0104237243967269,,0.0,1688,olliolli,0.0
Omerta - City of Gangsters,4,2.2,2.0,both,0.0208474487934539,1.1,0.5,1689,omerta-city-of-gangsters--1,0.0
Omerta - City of Gangsters The Bulgarian Colossus,3,0.0,0.0,left_only,0.0156355865950904,,0.0,Soundrack/Skin/Bonus,0,
Omerta - Damsel in Distress,3,0.0,0.0,left_only,0.0156355865950904,,0.0,1691,omerta-damsel-in-distress,0.0
Omerta - The Con Artist,3,0.0,0.0,left_only,0.0156355865950904,,0.0,1692,omerta-city-of-gangsters-the-con-artist,0.0
Omerta - The Japanese Incentive,2,0.0,0.0,left_only,0.0104237243967269,,0.0,1693,omerta-city-of-gangsters-the-japanese-incentive,0.0
"On the Rain-Slick Precipice of Darkness, Episode One",3,0.6,1.0,both,0.0156355865950904,0.6,0.3333333333333333,1694,on-the-rain-slick-precipice-of-darkness-episode-one,0.0
"On the Rain-Slick Precipice of Darkness, Episode Two",3,0.0,0.0,left_only,0.0156355865950904,,0.0,1695,on-the-rain-slick-precipice-of-darkness-episode-two,0.0
One Finger Death Punch,5,27.8,3.0,both,0.0260593109918173,9.266666666666667,0.6,1696,one-finger-death-punch,0.0
One Manga Day,1,0.5,1.0,both,0.0052118621983634,0.5,1.0,1697,one-manga-day,0.0
One Way Heroics,4,2.2,2.0,both,0.0208474487934539,1.1,0.5,1698,one-way-heroics,1.0
Onimusha 3 Demon Siege,1,1.1,1.0,both,0.0052118621983634,1.1,1.0,1699,onimusha-3-demon-siege,0.0
Only If,10,3.9,8.0,both,0.0521186219836347,0.4875,0.8,1700,only-if,0.0
Oozi Earth Adventure,1,3.1,1.0,both,0.0052118621983634,3.1,1.0,1701,oozi-earth-adventure,0.0
Operation Flashpoint Dragon Rising,6,18.9,2.0,both,0.0312711731901808,9.45,0.3333333333333333,1702,operation-flashpoint-dragon-rising,1.0
Operation Flashpoint Red River,7,11.2,1.0,both,0.0364830353885443,11.2,0.1428571428571428,1703,operation-flashpoint-red-river,1.0
Orbital Gear,2,0.0,0.0,left_only,0.0104237243967269,,0.0,1704,orbital-gear,1.0
Orborun,3,0.0,0.0,left_only,0.0156355865950904,,0.0,1705,orborun,0.0
Orcs Must Die!,15,94.4,12.0,both,0.0781779329754521,7.866666666666667,0.8,1706,orcs-must-die--1,1.0
Orcs Must Die! 2,25,169.5,21.0,both,0.1302965549590868,8.071428571428571,0.84,1707,orcs-must-die-2,1.0
Order of War,1,0.9,1.0,both,0.0052118621983634,0.9,1.0,1708,order-of-war,0.0
Organ Trail Director's Cut,3,2.7,1.0,both,0.0156355865950904,2.7,0.3333333333333333,1709,organ-trail-director-s-cut,0.0
Ori and the Blind Forest,4,45.7,4.0,both,0.0208474487934539,11.425,1.0,1710,ori-and-the-blind-forest,0.0
Ori and the Blind Forest (Original Soundtrack),1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Osmos,7,8.5,5.0,both,0.0364830353885443,1.7,0.7142857142857143,1712,osmos,0.0
Our Darker Purpose,2,0.0,0.0,left_only,0.0104237243967269,,0.0,1713,our-darker-purpose,0.0
Out There  Edition,1,0.5,1.0,both,0.0052118621983634,0.5,1.0,Soundrack/Skin/Bonus,0,
Out There Somewhere,7,1.2,3.0,both,0.0364830353885443,0.3999999999999999,0.4285714285714285,1715,out-there-somewhere,0.0
Out of the Park Baseball 14,2,0.0,0.0,left_only,0.0104237243967269,,0.0,1716,out-of-the-park-baseball-14,0.0
Out of the Park Baseball 15,2,0.0,0.0,left_only,0.0104237243967269,,0.0,1717,out-of-the-park-baseball-15,0.0
Outland,3,4.4,2.0,both,0.0156355865950904,2.2,0.6666666666666666,1718,outland,1.0
Outlast,9,39.4,8.0,both,0.0469067597852712,4.925,0.8888888888888888,1719,outlast,0.0
Outlast Whistleblower DLC,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1720,outlast-whistleblower,0.0
Overcast - Walden and the Werewolf,3,3.8,2.0,both,0.0156355865950904,1.9,0.6666666666666666,1721,overcast-walden-and-the-werewolf,1.0
Overgrowth,2,7.3,1.0,both,0.0104237243967269,7.3,0.5,1722,overgrowth,0.0
Overlord,7,16.4,1.0,both,0.0364830353885443,16.4,0.1428571428571428,1723,overlord--4,0.0
Overlord II,4,31.0,2.0,both,0.0208474487934539,15.5,0.5,1724,overlord-ii,0.0
Overlord Raising Hell,6,0.0,0.0,left_only,0.0312711731901808,,0.0,1725,overlord-raising-hell,0.0
Overture,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1726,overture,0.0
PAC-MAN Championship Edition DX+,2,0.0,0.0,left_only,0.0104237243967269,,0.0,1727,pac-man-championship-edition-dx-plus,0.0
PARTICLE MACE,2,0.5,1.0,both,0.0104237243967269,0.5,0.5,1728,particle-mace,0.0
PAYDAY 2,65,2165.4,55.0,both,0.3387710428936258,39.370909090909095,0.8461538461538461,1729,payday-2,1.0
PAYDAY The Heist,33,183.9,27.0,both,0.1719914525459946,6.811111111111111,0.8181818181818182,1730,payday-the-heist,1.0
PAYDAY The Heist Game Soundtrack,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
PAYDAY The Web Series - Episode 1,2,0.0,0.0,left_only,0.0104237243967269,,0.0,Soundrack/Skin/Bonus,0,
PAYDAY Wolf Pack,7,0.0,0.0,left_only,0.0364830353885443,,0.0,Soundrack/Skin/Bonus,0,
PC Gamer,1,0.2,1.0,both,0.0052118621983634,0.2,1.0,1734,pc-building-simulator-republic-of-gamers-workshop,0.0
POSTAL,2,1.2,1.0,both,0.0104237243967269,1.2,0.5,1735,postal,1.0
POSTAL 2,12,27.7,7.0,both,0.0625423463803617,3.957142857142857,0.5833333333333334,1736,postal-2,1.0
PROTOTYPE 2,6,39.2,4.0,both,0.0312711731901808,9.8,0.6666666666666666,1737,prototype-2,0.0
Painkiller Black Edition,3,0.0,0.0,left_only,0.0156355865950904,,0.0,1738,painkiller-black-edition,1.0
Painkiller Hell & Damnation,5,12.8,3.0,both,0.0260593109918173,4.266666666666667,0.6,1739,painkiller-hell-damnation,1.0
Painkiller Hell & Damnation - The Clock Strikes Meat Night,2,0.0,0.0,left_only,0.0104237243967269,,0.0,Soundrack/Skin/Bonus,0,
Painkiller Hell & Damnation Beta,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Painkiller Overdose,5,1.0,2.0,both,0.0260593109918173,0.5,0.4,1742,painkiller-overdose,1.0
Painkiller Recurring Evil,3,0.0,0.0,left_only,0.0156355865950904,,0.0,1743,painkiller-recurring-evil,1.0
Painkiller Redemption,4,0.0,0.0,left_only,0.0208474487934539,,0.0,1744,painkiller-redemption,1.0
Painkiller Resurrection,3,0.0,0.0,left_only,0.0156355865950904,,0.0,1745,painkiller-resurrection,1.0
Pajama Sam in No Need to Hide When It's Dark Outside,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1746,pajama-sam-in-no-need-to-hide-when-it-s-dark-outside,0.0
Pandora Saga Weapons of Balance,2,0.0,0.0,left_only,0.0104237243967269,,0.0,1747,pandora-saga-weapons-of-balance,1.0
Panzar,9,31.5,3.0,both,0.0469067597852712,10.5,0.3333333333333333,1748,panzar,1.0
Panzer Corps,1,0.3,1.0,both,0.0052118621983634,0.3,1.0,1749,panzer-corps,0.0
Paper Sorcerer,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1750,paper-sorcerer,0.0
"Papers, Please",16,38.6,13.0,both,0.0833897951738156,2.9692307692307693,0.8125,1751,papers-please,0.0
Papo & Yo,7,0.6,2.0,both,0.0364830353885443,0.3,0.2857142857142857,1752,papo-yo,0.0
Particula,3,3.7,3.0,both,0.0156355865950904,1.2333333333333334,1.0,1753,particula,0.0
Party of Sin,2,0.2,1.0,both,0.0104237243967269,0.2,0.5,1754,party-of-sin,0.0
Passing Pineview Forest,3,0.8,2.0,both,0.0156355865950904,0.4,0.6666666666666666,1755,passing-pineview-forest,0.0
Patch testing for Chivalry,35,0.7,1.0,both,0.1824151769427216,0.7,0.0285714285714285,Soundrack/Skin/Bonus,0,
Path of Exile,45,1707.5,31.0,both,0.2345337989263563,55.08064516129032,0.6888888888888889,1757,path-of-exile,1.0
Patrician III,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1758,patrician-iii-rise-of-the-hanse,0.0
Patrician IV Rise of a Dynasty,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1759,patrician-iv-rise-of-a-dynasty,0.0
Patrician IV Steam Special Edition,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1760,patrician-iv-steam-special-edition,0.0
Peggle Deluxe,4,29.3,2.0,both,0.0208474487934539,14.65,0.5,1761,peggle-deluxe,0.0
Peggle Nights,2,19.5,1.0,both,0.0104237243967269,19.5,0.5,1762,peggle-nights,0.0
Penguins Arena Sedna's World,2,10.4,1.0,both,0.0104237243967269,10.4,0.5,1763,penguins-arena-sednas-world,1.0
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,6,0.8,1.0,both,0.0312711731901808,0.8,0.1666666666666666,1764,on-the-rain-slick-precipice-of-darkness-episode-three,0.0
Penny Arcade's On the Rain-Slick Precipice of Darkness 4,3,0.0,0.0,left_only,0.0156355865950904,,0.0,1765,on-the-rain-slick-precipice-of-darkness-episode-four,0.0
Penumbra Black Plague,2,6.800000000000001,2.0,both,0.0104237243967269,3.4000000000000004,1.0,1766,penumbra-black-plague,0.0
Penumbra Overture,6,7.0,2.0,both,0.0312711731901808,3.5,0.3333333333333333,1767,penumbra-overture,0.0
Penumbra Requiem,2,1.5,1.0,both,0.0104237243967269,1.5,0.5,1768,penumbra-requiem,0.0
Perimeter 2 New Earth,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1769,perimeter-2-new-earth,0.0
PewDiePie Legend of the Brofist,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1770,pewdiepie-legend-of-the-brofist,1.0
Phantom Breaker Battle Grounds,1,0.2,1.0,both,0.0052118621983634,0.2,1.0,1771,phantom-breaker-battle-grounds,0.0
Pid ,7,0.0,0.0,left_only,0.0364830353885443,,0.0,1772,pid,0.0
Pier Solar - The Definitive Original Soundtrack,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Pier Solar and the Great Architects,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1774,pier-solar-and-the-great-architects,0.0
Piercing Blow,2,0.0,0.0,left_only,0.0104237243967269,,0.0,1775,piercing-blow,0.0
Pillars of Eternity,9,437.7,9.0,both,0.0469067597852712,48.63333333333333,1.0,1776,pillars-of-eternity,0.0
Pinball Arcade,5,2.9,2.0,both,0.0260593109918173,1.45,0.4,1777,pinball-arcade,0.0
Pinball FX2,3,67.3,2.0,both,0.0156355865950904,33.65,0.6666666666666666,1778,pinball-fx2,0.0
Pinball FX2 - Balls of Glory Pinball,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Pinball FX2 - Captain America Table,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Pinball FX2 - Marvel's Ant-Man,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Pinball FX2 - Star Wars Pack,2,0.0,0.0,left_only,0.0104237243967269,,0.0,Soundrack/Skin/Bonus,0,
Pinball FX2 - The Walking Dead Table,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Pirates of Black Cove,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1784,pirates-of-black-cove,0.0
Pirates of Black Cove Gold,6,0.0,0.0,left_only,0.0312711731901808,,0.0,Soundrack/Skin/Bonus,0,
"Pirates, Vikings, & Knights II",3,4.2,1.0,both,0.0156355865950904,4.2,0.3333333333333333,1786,pirates-vikings-and-knights-ii,1.0
Pixel Heroes Byte & Magic,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Pixel Piracy,5,25.6,4.0,both,0.0260593109918173,6.4,0.8,1788,pixel-piracy,0.0
Pixel Puzzles Japan,3,13.2,2.0,both,0.0156355865950904,6.6000000000000005,0.6666666666666666,1789,pixel-puzzles-japan,0.0
Pixel Space,1,0.7,1.0,both,0.0052118621983634,0.7,1.0,1790,pixel-space,0.0
PixelJunk Eden,3,1.5,2.0,both,0.0156355865950904,0.75,0.6666666666666666,1791,pixeljunk-eden,0.0
PixelJunk Monsters Ultimate,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1792,pixeljunk-monsters-ultimate,0.0
PixelJunk Shooter,2,2.0,1.0,both,0.0104237243967269,2.0,0.5,1793,pixeljunk-shooter,1.0
Pizza Frenzy,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1794,pizza-frenzy,0.0
Plague Inc Evolved,7,62.1,7.0,both,0.0364830353885443,8.87142857142857,1.0,1795,plague-inc-evolved,0.0
Plain Sight,2,2.0,2.0,both,0.0104237243967269,1.0,1.0,1796,plain-sight,0.0
Planet Explorers,1,3.7,1.0,both,0.0052118621983634,3.7,1.0,1797,planet-explorers,0.0
PlanetSide 2,58,682.4,36.0,both,0.3022880075050815,18.95555555555556,0.6206896551724138,1798,planetside-2,1.0
Planetary Annihilation,14,220.0,10.0,both,0.0729660707770886,22.0,0.7142857142857143,1799,planetary-annihilation,0.0
Planetary Annihilation TITANS,2,15.1,2.0,both,0.0104237243967269,7.550000000000001,1.0,1800,planetary-annihilation-titans,0.0
Planets Under Attack,2,0.0,0.0,left_only,0.0104237243967269,,0.0,1801,planets-under-attack,0.0
Plants vs. Zombies Game of the Year,10,102.4,8.0,both,0.0521186219836347,12.8,0.8,1802,plants-vs-zombies,1.0
Platformines,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1803,platformines,0.0
Platypus II,1,4.0,1.0,both,0.0052118621983634,4.0,1.0,1804,platypus-ii,0.0
Plug & Play,2,0.4,2.0,both,0.0104237243967269,0.2,1.0,1805,plug-and-play,0.0
Poker Night 2,5,39.5,5.0,both,0.0260593109918173,7.9,1.0,1806,poker-night-2,0.0
Poker Night at the Inventory,7,39.7,6.0,both,0.0364830353885443,6.616666666666667,0.8571428571428571,1807,poker-night-at-the-inventory,0.0
Polarity,9,3.7,4.0,both,0.0469067597852712,0.925,0.4444444444444444,1808,polarity,0.0
Poly Bridge,2,9.5,2.0,both,0.0104237243967269,4.75,1.0,1809,poly-bridge,0.0
Pongo,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1810,pongo,0.0
Pool Nation,2,0.0,0.0,left_only,0.0104237243967269,,0.0,1811,pool-nation,0.0
Port Royale 3,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1812,port-royale-3-pirates-merchants,0.0
Port of Call,1,0.8,1.0,both,0.0052118621983634,0.8,1.0,1813,port-of-call,0.0
Portal,97,380.7,68.0,both,0.5055506332412572,5.598529411764706,0.7010309278350515,1814,portal--1,0.0
Portal 2,86,1119.5,73.0,both,0.4482201490592589,15.335616438356164,0.8488372093023255,1815,portal-2,1.0
Portal 2 - The Final Hours,1,5.6,1.0,both,0.0052118621983634,5.6,1.0,Soundrack/Skin/Bonus,0,
Portal 2 Sixense Perceptual Pack,4,0.0,0.0,left_only,0.0208474487934539,,0.0,1817,portal-2-sixense-perceptual-pack,0.0
Portal Stories Mel,5,14.8,2.0,both,0.0260593109918173,7.4,0.4,1818,portal-stories-mel,0.0
Portal of Evil Stolen Runes Collector's Edition,1,5.1,1.0,both,0.0052118621983634,5.1,1.0,1819,portal-of-evil-stolen-runes-collectors-edition,0.0
Post Apocalyptic Mayhem,1,0.1,1.0,both,0.0052118621983634,0.1,1.0,1820,post-apocalyptic-mayhem,0.0
Potatoman Seeks the Troof,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1821,potatoman-seeks-the-troof,0.0
Pound of Ground,1,0.8,1.0,both,0.0052118621983634,0.8,1.0,1822,pound-of-ground,1.0
Pox Nora,3,0.0,0.0,left_only,0.0156355865950904,,0.0,1823,pox-nora,1.0
Pressure,2,0.0,0.0,left_only,0.0104237243967269,,0.0,1824,pressure--1,1.0
Pressured,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1825,pressured,0.0
Prey,1,5.4,1.0,both,0.0052118621983634,5.4,1.0,1826,prey--1,1.0
Primal Carnage,4,361.9,3.0,both,0.0208474487934539,120.63333333333333,0.75,1827,primal-carnage,1.0
Primal Carnage Extinction,3,237.2,3.0,both,0.0156355865950904,79.06666666666666,1.0,1828,primal-carnage-extinction,1.0
Prime World,5,3.6,2.0,both,0.0260593109918173,1.7999999999999998,0.4,1829,prime-world,1.0
Prime World Defenders,1,2.4,1.0,both,0.0052118621983634,2.4,1.0,1830,prime-world-defenders,0.0
Primordia,2,6.9,1.0,both,0.0104237243967269,6.9,0.5,1831,primordia,0.0
Prince of Persia,3,1.3,1.0,both,0.0156355865950904,1.3,0.3333333333333333,1832,prince-of-persia--2,0.0
Prince of Persia The Forgotten Sands,3,13.8,1.0,both,0.0156355865950904,13.8,0.3333333333333333,1833,prince-of-persia-the-forgotten-sands--1,0.0
Prince of Persia The Sands of Time,4,2.3000000000000003,3.0,both,0.0208474487934539,0.7666666666666667,0.75,1834,prince-of-persia-the-sands-of-time,0.0
Prince of Persia The Two Thrones,3,0.0,0.0,left_only,0.0156355865950904,,0.0,1835,prince-of-persia-the-two-thrones,0.0
Prince of Persia Warrior Within,3,0.0,0.0,left_only,0.0156355865950904,,0.0,1836,prince-of-persia-warrior-within,0.0
Prison Architect,21,494.6,19.0,both,0.1094491061656329,26.031578947368423,0.9047619047619048,1837,prison-architect,0.0
Pro Cycling Manager 2015,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1838,pro-cycling-manager-2015,0.0
Pro Evolution Soccer 2015,1,201.0,1.0,both,0.0052118621983634,201.0,1.0,1839,pro-evolution-soccer-2015,0.0
Project AURA,1,3.5,1.0,both,0.0052118621983634,3.5,1.0,1840,project-aura--1,0.0
Project Aftermath,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1841,project-aftermath,0.0
Project CARS,6,144.4,6.0,both,0.0312711731901808,24.066666666666663,1.0,1842,project-cars,0.0
Project CARS - Modified Car Pack ,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1843,project-cars-modified-car-pack,0.0
Project Temporality,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1844,project-temporality,0.0
Project Zomboid,5,5.8,4.0,both,0.0260593109918173,1.45,0.8,1845,project-zomboid,0.0
Proteus,4,0.3,2.0,both,0.0208474487934539,0.15,0.5,1846,proteus,0.0
ProtoGalaxy,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1847,protogalaxy,1.0
Prototype,7,34.7,4.0,both,0.0364830353885443,8.675,0.5714285714285714,1848,prototype--1,0.0
Prototype 2 RADNET Access Pack,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1849,prototype-2-radnet-edition,0.0
Psychonauts,18,22.0,9.0,both,0.0938135195705425,2.4444444444444446,0.5,1850,psychonauts,0.0
Psychonauts Demo,18,0.0,0.0,left_only,0.0938135195705425,,0.0,Soundrack/Skin/Bonus,0,
Pulut Adventure,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1852,pulut-adventure,0.0
Puzzle Agent,1,5.6,1.0,both,0.0052118621983634,5.6,1.0,1853,puzzle-agent,0.0
Puzzle Agent 2,1,4.3,1.0,both,0.0052118621983634,4.3,1.0,1854,puzzle-agent-2,0.0
Puzzle Bots,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1855,puzzle-bots,0.0
Puzzle Dimension,2,5.8,1.0,both,0.0104237243967269,5.8,0.5,1856,puzzle-dimension,0.0
Puzzle Pirates,3,0.2,1.0,both,0.0156355865950904,0.2,0.3333333333333333,1857,puzzle-pirates,1.0
Puzzle Quest,3,11.9,2.0,both,0.0156355865950904,5.95,0.6666666666666666,1858,puzzle-quest-challenge-of-the-warlords,0.0
Puzzle Station 15th Anniversary Retro Release,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1859,puzzle-station-15th-anniversary-retro-release,0.0
Puzzler World 2,1,19.1,1.0,both,0.0052118621983634,19.1,1.0,1860,puzzler-world-2,0.0
Pyramid Raid,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1861,pyramid-raid,0.0
Pyroblazer,1,0.2,1.0,both,0.0052118621983634,0.2,1.0,1862,pyroblazer,0.0
Q.U.B.E Director's Cut,4,2.9,2.0,both,0.0208474487934539,1.45,0.5,1863,q-dot-u-b-dot-e-directors-cut,0.0
Q.U.B.E.,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1864,q-u-b-e,0.0
Quake,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1865,quake--1,1.0
Quake 4,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1866,quake-4,1.0
Quake II,1,3.2,1.0,both,0.0052118621983634,3.2,1.0,1867,quake-ii,1.0
Quake II Ground Zero,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1868,quake-ii-mission-pack-ground-zero--1,1.0
Quake II The Reckoning,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1869,quake-ii-mission-pack-the-reckoning--1,1.0
Quake III Arena,1,1.3,1.0,both,0.0052118621983634,1.3,1.0,1870,quake-iii-arena,1.0
Quake III Team Arena,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1871,quake-iii-team-arena,1.0
Quake Live,31,7.199999999999999,9.0,both,0.1615677281492677,0.7999999999999999,0.2903225806451613,1872,quake-live,1.0
Quake Mission Pack 1 Scourge of Armagon,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1873,quake-mission-pack-1-scourge-of-armagon--1,1.0
Quake Mission Pack 2 Dissolution of Eternity,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1874,quake-mission-pack-2-dissolution-of-eternity--1,1.0
Quantum Conundrum,4,16.5,3.0,both,0.0208474487934539,5.5,0.75,1875,quantum-conundrum,0.0
Quantum Rush Online,4,0.8,1.0,both,0.0208474487934539,0.8,0.25,1876,quantum-rush-online,0.0
QuestRun,2,4.9,1.0,both,0.0104237243967269,4.9,0.5,1877,questrun,0.0
Questerium Sinister Trinity HD,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1878,questerium-sinister-trinity-hd-collectors-edition,0.0
Quick Slick Deadly,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1879,quick-slick-deadly,0.0
Quintet,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1880,quintet,0.0
R.U.S.E,7,185.6,5.0,both,0.0364830353885443,37.120000000000005,0.7142857142857143,Soundrack/Skin/Bonus,0,
R.U.S.E.,7,0.0,0.0,left_only,0.0364830353885443,,0.0,1882,ruse,0.0
RACE 07,13,93.8,6.0,both,0.0677542085787251,15.633333333333333,0.4615384615384615,1883,race-07,1.0
RACE 07 - Formula RaceRoom Add-On,6,0.0,0.0,left_only,0.0312711731901808,,0.0,Soundrack/Skin/Bonus,0,
RACE Caterham Expansion,2,0.0,0.0,left_only,0.0104237243967269,,0.0,1885,race-caterham,0.0
RACE On,2,0.0,0.0,left_only,0.0104237243967269,,0.0,1886,race-on,1.0
RADical ROACH Deluxe Edition,3,1.4,1.0,both,0.0156355865950904,1.4,0.3333333333333333,1887,radical-roach-remastered,0.0
RAGE,11,52.7,6.0,both,0.0573304841819982,8.783333333333333,0.5454545454545454,1888,rage,1.0
RAW - Realms of Ancient War,5,3.0,1.0,both,0.0260593109918173,3.0,0.2,1889,r-dot-a-w-realms-of-ancient-war,0.0
REVOLVER360 REACTOR,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1890,revolver360-re-actor,1.0
RIDE Game,1,10.4,1.0,both,0.0052118621983634,10.4,1.0,1891,ride-game,0.0
RIFT,25,480.5,14.0,both,0.1302965549590868,34.32142857142857,0.56,1892,rift--1,0.0
RIP,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1893,rip,0.0
RIP 2 Strike Back,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1894,rip-2-strike-back,0.0
RIP 3 The Last Hero,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1895,rip-3-the-last-hero,1.0
RISK Factions,1,7.2,1.0,both,0.0052118621983634,7.2,1.0,1896,risk-factions,0.0
ROCKETSROCKETSROCKETS,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1897,rocketsrocketsrockets,1.0
RONIN,1,0.6,1.0,both,0.0052118621983634,0.6,1.0,1898,ronin,0.0
ROSE Online,5,0.0,0.0,left_only,0.0260593109918173,,0.0,1899,rose-online,1.0
RPG MO,1,0.0,0.0,left_only,0.0052118621983634,,0.0,1900,rpg-mo,1.0
RPG Maker 2003,1,0.6,1.0,both,0.0052118621983634,0.6,1.0,1901,rpg-maker-2003,0.0
RPG Maker DS Resource Pack,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
RPG Maker Futuristic Tiles Resource Pack,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
RPG Maker High Fantasy Main Party Pack 1,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
